message,class
"De Niro ......................... nobody cares about a mega rich old mans opinion on politics, life h.",Bullying
"Are you protected by a wall or people with guns?', 'Maybe not your such a #Hasbeen nobody cares about you.",Bullying
"Nobody cares about you anymore.', 'You stopped being a fighter a while ago.', '#ConorMcGregor #boxing #clown #punk.",Bullying
"Nobody gives a damn twit.', '#america cares about real news that affects them.', 'You are a talking he.",Bullying
Folk will never understand how much a fucking hate this boy genuinely feel ma blood boiling every time a see his puss on ma t.,Bullying
"6 fucking penalty miss in a fucking row out of 9 games you fucking cunt.', 'How that realistic and what fucking worst.",Bullying
"SxdlyMxdi is a cunt ass mother fucking bitch.', 'happy?.",Bullying
What a fucking cunt.,Bullying
"Conor should be fucking deported at this rate... Grade A cunt...', ""This isn't a guy throwing a boomerang at a racist who in""]",Bullying
hey you stupid cunt your a fucking dumb shit you know that oh yeah by the way your a pussy.,Bullying
Another nasty piece of shit cunt who's getting off on getting her fucking asshole blown apart,Bullying
Fucking cunt meet me in Asda.,Bullying
Fucking lazy cunt.,Bullying
"oi you fucking oddball.', 'Stop chatting shit.', 'Stupid cunt..",Bullying
"Backing up his pal artem, showing that russian cunt who hes fucking with.",Bullying
The man fucking killed a cunt of course he?s going to be arrested doesn?t mean he?s gonna charged Jesus Christ.,Bullying
"can?t fucking believe some drivers, almost had a head on collision both doing 60 because some impatient cunt over t.",Bullying
"Conor McGregor is no fucking gangster, his a fucking clown who?s becoming more famous for being a cunt than a fighter & Khab.",Bullying
"You wanted the beast, you fucking cunt, well now you gonna fucking get him.",Bullying
nigger gyal did u get my text.,Bullying
"I never get fucked by a nigger, a muslim or a jew in al my entire life!, Fuck those assholes who tell....",Bullying
Take your white women and go then nigger.,Bullying
Hush little nigger don?t say a word.,Bullying
you nigger.,Bullying
Might go home today so be ready to suck dick in a call nigger man.,Bullying
"You dumb nigger.', 'You had your chance to do something when Osama Obama was President.', 'Y.",Bullying
What about beating up white people that say ?nigger? and posting it on social media.,Bullying
"Hey Steve, Nigger is a word too., Should we continue to use that one you fucking douchebag..",Bullying
What a fag.,Bullying
MEAHT What a fag lol.,Bullying
"Pull up to rape a fag in a BMW., What do you drive fag?.",Bullying
"what should i call you?', 'A #pimp, #loser, #cuck, #sissyslut, #fag, cunt, #HomeWrecker, #pathetic hand fucker, #tinywinne.",Bullying
"another insecure fag, what a suprsie.",Bullying
"Look what you could be allowed to worship.', 'Prove to me you?re a good slave #findom #domme #findomme #femdom #femdomme.",Bullying
".Arran, 15 mins after having a fag because he sat down for a meal: ?you know what?s gonna be nice?', 'A fag?.",Bullying
what happened to that enravish kid he was a fag lol.,Bullying
"And why do you care what I say???, Lol looks like you have a crush you creepy Fag.",Bullying
Sneadi punches fameles shit nvm lol also was beating women what a idiot fag.,Bullying
"""Seedy Sneedy"" punches POCs but also is going to hell what a fag.",Bullying
Stages of realising and accepting that you are a WHITE INFERIOR FAG. Mistress invites some of Sir's mates over so yo,Bullying
"Vin Diesel?s a closet FAG!!, I don?t know what the Rock is worried about??, He his made more money in one yea.",Bullying
"Ah got ya And hm, what a fag Thanks!.",Bullying
Wow what a fag.,Bullying
"Why the fuck do you have that worthless conspiracy theory slut therealroseanne on your network?, You guys nee.",Bullying
"There it is., The face of a true cock slut., No matter how degraded you feel, you love this., This is what you live for..",Bullying
" I'll tie you up like the slut you are and stuff my big fat cock up your mouth, and throat fuck you like a wild animal",Bullying
"Naw, you would just have a disgustingly fat ass and would be pimped out to every wannabe thug rapper unt.",Bullying
"You grubby cunts!', 'There is a line and you crossed it during Steve Smiths in.",Bullying
"IngrahamAngle you are a short, fat, slut..",Bullying
"Your big #white Booty deserves a big #black Cock and you are getting it, #slut. Throw your fat arse back on #Daddy",Bullying
"I bet your loving it knowing you are grossly fat, ugly you have the losest pussy ever, your body is cov.",Bullying
"TomiLahren I will prove you are a retard., You give me your address and then threaten me and it's all in writing. Lol.",Bullying
"You are a f?ing retard., He never said that., Get your.",Bullying
You sound like a retard I wonder what you are doing on twitter.A,Bullying
"IngrahamAngle FoxNews YOU ARE A FUCKING RETARD!!!', '.davidhogg111.",Bullying
"Holy shit you are a fooking retard!, I guess that's what happens when you take too many shots to the noggin, eh?, Roid raging POS..",Bullying
Conor you're a fucking retard what the fuck are you at like #UFC223,Bullying
"Nor did I solicit yours., Are you a retard? I think perhaps you are..",Bullying
realDonaldTrump  Did your big fat STUPID Ass say today the Military should help build your dumb as a b.,Bullying
"If you are supporting a criminal just because he is an actor you like, then you are a retard., You're a wasting Earth's",Bullying
"Are you a retard?, He is never going to fight mma again.",Bullying
"Sure!, Jajajajaja ?????????? You're a fucking bastard!, Liar!, Retard!, But Muslims w.",Bullying
"You are a fucking retard...dude gtfo the internet lol.', 'Loser.",Bullying
"Dude I was trying to be nice, But you are a fucking retard.', 'Between the match wit.",Bullying
"If you are a Left Wing retard this is your twisted logic., 78 year old pensioner attacked by two armed criminals hal.",Bullying
The man who has a hundered hundereds...hmmm what a retard you are.,Bullying
"Because of automation you retard, jobs are lost. If you have kids or grandkids, you shou.",Bullying
You are a retard if you dont think so..,Bullying
"Haha, you are a fkn window licking retard!",Bullying
jimmykimmel Trump attacks are getting old Jimmy...you are a piece of shit isn't it your kid born defective or b,Bullying
"Pakis are deprived of reasoning capabilities and therefore I don't judge them., I mean do you judge a retard for bei.",Bullying
"Roger, I have a nagging question I?ve been dying to ask you: are you a fckn retard or just a plain scammer? Or both?",Bullying
LoganPaul Such a retard you are.,Bullying
Yeah true Jason you are a fat spengling dog noncing retard.,Bullying
"So coming out of his own mouth isn?t good enough?, Are you a retard?, So if someone says the.",Bullying
Wake up retard. You lost to my team in an online tourney remember? The one where you lost.,Bullying
Weird argument. Are you trying to prove Salman khan would kill a rhino in Assam and an elephant in kere.,Bullying
Yeah very cool... if you are a retard and need help from a computer doing groceries..,Bullying
"why the hell are you doing another 11 hours for one little extra tweet he missed., Last one was 7 posts of.",Bullying
 You are a retard.,Bullying
" So they came to play football and got pelted with stones and bottles, aka deadly weapons like they're",Bullying
"realDonaldTrump You are such a retard., I love the third grade comments..",Bullying
"realDonaldTrump Sir, they're not honest at all you retard."", ""They made a story with Trump's parents who h""]",Bullying
"As a man thinks in his heart, so he is., You are a retard if Buhari is your yardstick for good governance.",Bullying
KamalaHarris I guess you are just a nasty libtard like the rest of snowflakes..,Bullying
"This fucking guy is so UN-social, who the fuck runs this account?', 'Whoever you are....tell the soci.",Bullying
"Wait a minute, are you saying The Magicians is a libtard myth?, Those dirty scoundrels, t.",Bullying
"So I was wrong, I?ll admit just because you look like a female junkie doesn?t mean that you are., H.",Bullying
"You are proving yourself to be a good little libtard', 'Make a claim and then.",Bullying
seanhannity JohnKerry ????????~ you really are a special little libtard.,Bullying
SteveScalise realDonaldTrump Another Leftist Libtard Hater assuming and using God with their hatef.,Bullying
"jimmykimmel Figures an asshole like you would insult a woman like Mrs. Trump., Jerkoff that you are., Libtard..",Bullying
seanhannity .realDonaldTrump Many people think you are a Libtard moron....,Bullying
"OregonGovBrown realDonaldTrump You are an IDIOT., If he Federalizes them they don?t work for you.', 'BTW an uninsure.",Bullying
But it?s cool I know your a retired nurse and a #libtard who retweets bots accounts.,Bullying
foxandfriends Typical libtard what truths are you speaking abo.,Bullying
"So disappointed you are a libtard!, You are a pussy!",Bullying
"Fuck you lady!, It's libtard assholes like you that are ruining this country., Instead of helping to secure our board.",Bullying
"seanhannity That all you got?', 'Kermit the Frog??', '?????????? ~ you are a special.",Bullying
"No we are not, But you are a race baiting libtard jackwagon..",Bullying
"you wont get anyone for this challenge., after snowflake, libtard, and a ton of graphics, they are done",Bullying
"I will follow you if you are not a libtard,Muslim, or you ate involved with BLM i am a 3%er.",Bullying
"michaelianblack Ur a child, an ostrich w/ your head in the sand pretending that you live in a world w/ cotton cand.",Bullying
FoxNews. not to all the ppl I know that live there! they love it. and it's not libtard....I suspect you are a trump toesucker,Bullying
